Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile
Robur Siena,Matteo Gianello,24,Italia,Portiere,POR,-,AC Chievo Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/matteo-gianello/profil/spieler/21686
Robur Siena,Ruggero Radice,28,Italia,Terzino sinistro,TS,-,SP Ars et Labor,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ruggero-radice/profil/spieler/21801
Robur Siena,Luca Cavallo,27,Italia,Centrocampista di destra,CD,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/luca-cavallo/profil/spieler/21916
Robur Siena,Tonci Zilic,25,Croazia,Difensore centrale,DC,-,Fermana Calcio 1920,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/tonci-zilic/profil/spieler/25781
Robur Siena,Ciro Ginestra,20,Italia,Punta centrale,P,-,AC Venezia 1907,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ciro-ginestra/profil/spieler/21848
Robur Siena,Simone Tiribocchi,22,Italia,Punta centrale,P,-,Torino Calcio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/simone-tiribocchi/profil/spieler/21700
Robur Siena,Aldo Preite,23,Italia,Difensore centrale,DC,-,AC Voghera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/aldo-preite/profil/spieler/85494
Robur Siena,Simone Marini,18,Italia,Punta centrale,P,-,SEF Tempio Pausania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/simone-marini/profil/spieler/21692
Robur Siena,Antonio Morello,23,Italia,Ala destra,AD,-,US Battipagliese,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/antonio-morello/profil/spieler/15340
Robur Siena,Damiano Cesari,26,Italia,Difesa,Difesa,-,Castel di Sangro Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/damiano-cesari/profil/spieler/299905
Robur Siena,Giuseppe Misso,26,Italia,Centrocampo,Centrocampo,-,Valenzana Mado SSD,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giuseppe-misso/profil/spieler/296817
Robur Siena,Carlo Lazzarini,20,Italia,Portiere,POR,-,Asdc Verbania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/carlo-lazzarini/profil/spieler/767496
Robur Siena,Alessandro Flauto,18,Italia,Portiere,POR,-,AC Pisa 1909,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-flauto/profil/spieler/8205
Robur Siena,Marcello Campolonghi,25,Italia,Seconda punta,SP,-,AC Cesena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marcello-campolonghi/profil/spieler/30623
AS Cittadella Padova,Marco Esposito,20,Italia,Difensore centrale,DC,-,AC Meda 1913,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-esposito/profil/spieler/16849
AS Cittadella Padova,Stefano Ghirardello,27,Italia,Punta centrale,P,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-ghirardello/profil/spieler/32088
AS Cittadella Padova,Alessandro De Poli,30,Italia,Ala destra,AD,-,Empoli FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-de-poli/profil/spieler/32117
AS Cittadella Padova,Joachim De Gasperi,18,Italia,Ala sinistra,AS,-,FC Südtirol-Alto Adige,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/joachim-de-gasperi/profil/spieler/82688
AS Cittadella Padova,Roberto Musso,20,Italia,Mediano,M,-,Fiorentina Primavera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-musso/profil/spieler/82687
AS Cittadella Padova,Andrea Turato,26,Italia,Terzino destro,TD,-,AC Reggiana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-turato/profil/spieler/21843
AS Cittadella Padova,Alessandro Sturba,28,Italia,Centrocampo,Centrocampo,-,AS Livorno,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-sturba/profil/spieler/22094
AS Cittadella Padova,Matteo Baiocchi,26,Italia,Attacco,Attacco,-,Montevarchi Calcio Aquila 1902,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/matteo-baiocchi/profil/spieler/226401
AS Cittadella Padova,Giovanni Martusciello,28,Italia,Centrocampo,Centrocampo,-,US Città di Palermo,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giovanni-martusciello/profil/spieler/88163
AS Cittadella Padova,Domenico Bertoncello,21,Italia,Portiere,POR,-,Giorgione Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/domenico-bertoncello/profil/spieler/565462
AS Cittadella Padova,Renato Redaelli,32,Italia,Portiere,POR,-,UC AlbinoLeffe,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/renato-redaelli/profil/spieler/256440
AS Cittadella Padova,Davide Cordone,28,Italia,Centrale,CC,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/davide-cordone/profil/spieler/21917
AS Cittadella Padova,Andrea Caverzan,32,Italia,Centrocampista di sinistra,CS,-,Calcio Padova,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-caverzan/profil/spieler/224549
FC Crotone,Giuseppe Sculli,19,Italia,Ala sinistra,AS,-,Juventus FC,Italia,Spesa prestito:500 mila €,In,2000,s,serie-b,https://www.transfermarkt.it/giuseppe-sculli/profil/spieler/6046
FC Crotone,Sandro Porchia,23,Italia,Difensore centrale,DC,-,AC Savoia 1908,Italia,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/sandro-porchia/profil/spieler/22142
FC Crotone,Mirko Pagliarini,24,Italia,Attacco,Attacco,-,Atletico Catania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirko-pagliarini/profil/spieler/28844
FC Crotone,César Augusto Sant'anna,27,Brasile,Mediano,M,-,FC Zurigo,Svizzera,?,In,2000,s,serie-b,https://www.transfermarkt.it/cesar-augusto-santanna/profil/spieler/56192
FC Crotone,Raffaele Ametrano,27,Italia,Terzino destro,TD,-,Juventus FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/raffaele-ametrano/profil/spieler/20896
FC Crotone,Alberto Nocerino,24,Italia,Terzino sinistro,TS,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alberto-nocerino/profil/spieler/103302
FC Crotone,Matjaz Florjancic,32,Slovenia,Centrocampo,Centrocampo,-,Alzano Virescit,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/matjaz-florjancic/profil/spieler/113407
FC Crotone,Jean-Pierre Cyprien,31,Francia,Difensore centrale,DC,-,Olympique Marsiglia,Francia,?,In,2000,s,serie-b,https://www.transfermarkt.it/jean-pierre-cyprien/profil/spieler/158230
FC Crotone,Cosimo Sarli,21,Italia,Punta centrale,P,-,KSC Eendracht Aalst,Belgio,?,In,2000,s,serie-b,https://www.transfermarkt.it/cosimo-sarli/profil/spieler/168250
FC Crotone,Matteo Superbi,31,Italia,Centrocampo,Centrocampo,-,AC Cesena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/matteo-superbi/profil/spieler/195475
FC Crotone,Stefano Trinchera,26,Italia,Difensore centrale,DC,-,US Avellino,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-trinchera/profil/spieler/226112
FC Crotone,Oberdan Biagioni,30,Italia,Trequartista,TQ,-,Cosenza Calcio 1914,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/oberdan-biagioni/profil/spieler/224545
FC Crotone,Alessandro Ambrosi,28,Italia,Punta centrale,P,-,Calcio Monza,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-ambrosi/profil/spieler/287477
FC Crotone,Luigi Sassanelli,29,Italia,Portiere,POR,-,US Avellino,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/luigi-sassanelli/profil/spieler/248377
FC Crotone,Paolo Ziliani,29,Italia,Libero,LIB,-,Treviso FBC 1993,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-ziliani/profil/spieler/228303
Cosenza Calcio 1914,Riccardo Zampagna,25,Italia,Punta centrale,P,-,US Brescello,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/riccardo-zampagna/profil/spieler/20895
Cosenza Calcio 1914,Darío Aurelio,24,Argentina,Centrocampista di sinistra,CS,-,Brescia Calcio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/dario-aurelio/profil/spieler/104152
Cosenza Calcio 1914,Adriano Fiore,19,Italia,Centrale,CC,-,Castrovillari Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/adriano-fiore/profil/spieler/158550
Cosenza Calcio 1914,Cristiano Pavone,28,Italia,Terzino sinistro,TS,-,US Salernitana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/cristiano-pavone/profil/spieler/199923
Cosenza Calcio 1914,Marco Giandebiaggi,31,Italia,Centrocampo,Centrocampo,-,Hellas Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-giandebiaggi/profil/spieler/227473
Cosenza Calcio 1914,Aniello Parisi,26,Italia,Difensore centrale,DC,-,FC Crotone,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/aniello-parisi/profil/spieler/226499
Cosenza Calcio 1914,Pasquale Apa,26,Italia,Centrocampo,Centrocampo,-,Calcio Catania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pasquale-apa/profil/spieler/296974
Cosenza Calcio 1914,Gianluca Savoldi,24,Italia,Punta centrale,P,-,AC Pisa 1909,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/gianluca-savoldi/profil/spieler/6078
Cosenza Calcio 1914,Arnauld Mercier,28,Francia,Difensore centrale,DC,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/arnauld-mercier/profil/spieler/288473
Cosenza Calcio 1914,Carlos Dario Aurellio,24,Argentina,Difesa,Difesa,-,Brescia Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/carlos-dario-aurellio/profil/spieler/287679
Cosenza Calcio 1914,Pietro Strada,30,Italia,Centrocampista di sinistra,CS,-,AC Parma,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pietro-strada/profil/spieler/30660
Delfino Pescara 1936,Luca Minopoli,20,Italia,Centrale,CC,-,Real Teramo,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/luca-minopoli/profil/spieler/22282
Delfino Pescara 1936,Alessandro Sbrizzo,25,Italia,Difensore centrale,DC,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-sbrizzo/profil/spieler/22288
Delfino Pescara 1936,Daniele Gregori,24,Italia,Terzino destro,TD,-,SS Sambenedettese,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-gregori/profil/spieler/28853
Delfino Pescara 1936,Roberto D'Aversa,24,Italia,Centrale,CC,-,Cosenza Calcio 1914,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-daversa/profil/spieler/21685
Delfino Pescara 1936,Fabio Artico,26,Italia,Punta centrale,P,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabio-artico/profil/spieler/139294
Delfino Pescara 1936,Ivan Tisci,26,Italia,Centrale,CC,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ivan-tisci/profil/spieler/22129
Delfino Pescara 1936,Tiziano De Patre,31,Italia,Centrocampista di sinistra,CS,-,Cagliari Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/tiziano-de-patre/profil/spieler/222994
Delfino Pescara 1936,Mirco Sadotti,25,Italia,Difensore centrale,DC,-,US Lecce,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirco-sadotti/profil/spieler/226092
Delfino Pescara 1936,Domenico Cecere,27,Italia,Portiere,POR,-,Fermana Calcio 1920,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/domenico-cecere/profil/spieler/32077
Delfino Pescara 1936,Andrea Da Rold,27,Italia,Difesa,Difesa,-,Ascoli Calcio 1898,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-da-rold/profil/spieler/288466
Delfino Pescara 1936,Francesco Palmieri,33,Italia,Punta centrale,P,-,Piacenza FC,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-palmieri/profil/spieler/631139
Delfino Pescara 1936,Marcello Fiorentini,19,Italia,Centrale,CC,-,SS Lazio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/marcello-fiorentini/profil/spieler/154388
Delfino Pescara 1936,Giuliano Melosi,33,Italia,Centrale,CC,-,US Salernitana,Italia,Fine prestito01/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/giuliano-melosi/profil/spieler/228797
Delfino Pescara 1936,Paolo Rachini,30,Italia,Centrale,CC,-,Fermana Calcio 1920,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-rachini/profil/spieler/288479
Calcio Monza,Marcelo Ledesma,28,Argentina,Centrocampo,Centrocampo,-,Ionikos Nikeas,Grecia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/marcelo-ledesma/profil/spieler/307453
Calcio Monza,Luca Percassi,20,Italia,Difesa,Difesa,-,Chelsea FC Reserves,Inghilterra,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/luca-percassi/profil/spieler/300684
Calcio Monza,Davide Belotti,28,Italia,Difensore centrale,DC,-,Vicenza Calcio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/davide-belotti/profil/spieler/23597
Calcio Monza,Alessandro Iannuzzi,24,Italia,Attacco,Attacco,-,AC Reggiana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-iannuzzi/profil/spieler/22276
Calcio Monza,Gabriele Aldegani,24,Italia,Portiere,POR,-,Milan AC,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/gabriele-aldegani/profil/spieler/28828
Calcio Monza,Aliyu Datti,18,Nigeria,Punta centrale,P,-,Milan AC,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/aliyu-datti/profil/spieler/13436
Calcio Monza,Daniele Buriani,20,Italia,Centrocampo,Centrocampo,-,Faenza Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-buriani/profil/spieler/346653
Calcio Monza,Davide Deicco,17,Italia,Difesa,Difesa,-,Taurisano,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/davide-deicco/profil/spieler/309481
Calcio Monza,Emeka Jude Ugali,18,Nigeria,Seconda punta,SP,-,Venezia FC Juniores,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/emeka-jude-ugali/profil/spieler/308612
Calcio Monza,Massimo Susic,33,Italia,Difensore centrale,DC,-,Treviso FBC 1993,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/massimo-susic/profil/spieler/224597
Calcio Monza,Oscar Damiani,26,Italia,Centrocampista di destra,CD,-,Como Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/oscar-damiani/profil/spieler/299563
Calcio Monza,Mauro Briano,25,Italia,Mediano,M,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mauro-briano/profil/spieler/24298
Calcio Monza,Pier Giovanni Rutzittu,24,Italia,Centrocampo,Centrocampo,-,US Lecce,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pier-giovanni-rutzittu/profil/spieler/226091
Calcio Monza,Marco Branca,35,Italia,Punta centrale,P,-,FC Lucerna,Svizzera,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-branca/profil/spieler/169692
Calcio Monza,Paolo Carbone,17,Italia,Difensore centrale,DC,-,AEK Atene,Grecia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-carbone/profil/spieler/33762
Calcio Monza,Alberto Comazzi,21,Italia,Difensore centrale,DC,-,Como Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alberto-comazzi/profil/spieler/21857
Calcio Monza,Daniele Degano,17,Italia,Seconda punta,SP,-,Monza Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-degano/profil/spieler/16892
Calcio Monza,Luca Redaelli,20,Italia,Portiere,POR,-,Monza Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/luca-redaelli/profil/spieler/100592
Calcio Monza,Massimo Ganci,18,Italia,Punta centrale,P,-,Monza Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/massimo-ganci/profil/spieler/28019
Calcio Monza,Cristian Maggioni,17,Italia,Terzino destro,TD,-,Monza Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/cristian-maggioni/profil/spieler/83395
Calcio Monza,Davide Belotti,28,Italia,Difensore centrale,DC,-,AEK Atene,Grecia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/davide-belotti/profil/spieler/23597
Treviso FBC 1993,Nicola Marangon,29,Italia,Terzino destro,TD,-,AC Venezia 1907,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-marangon/profil/spieler/222792
Treviso FBC 1993,Roberto Colacone,26,Italia,Seconda punta,SP,-,US Ravenna,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-colacone/profil/spieler/22312
Treviso FBC 1993,Alessandro Gazzi,17,Italia,Mediano,M,-,SS Lazio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-gazzi/profil/spieler/28827
Treviso FBC 1993,Alessandro Ferreri,19,Italia,Portiere,POR,-,Castel di Sangro Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-ferreri/profil/spieler/601631
Treviso FBC 1993,Massimiliano Fanesi,28,Italia,Punta centrale,P,-,Fermana Calcio 1920,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/massimiliano-fanesi/profil/spieler/299907
Treviso FBC 1993,Lorenzo Minotti,33,Italia,Libero,LIB,-,Torino Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/lorenzo-minotti/profil/spieler/102481
Treviso FBC 1993,Roberto Murgita,31,Italia,Punta centrale,P,-,US Ravenna,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-murgita/profil/spieler/169651
Treviso FBC 1993,Davide Tedoldi,24,Italia,Centrocampista di destra,CD,-,AS Gualdo Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/davide-tedoldi/profil/spieler/39685
Treviso FBC 1993,Tommaso Rocchi,22,Italia,Punta centrale,P,-,Como Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/tommaso-rocchi/profil/spieler/6026
Treviso FBC 1993,Liam Ardigò,24,Italia,Portiere,POR,-,Fermana Calcio 1920,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/liam-ardigo/profil/spieler/317700
Treviso FBC 1993,Marcello Lambrughi,21,Italia,Difesa,Difesa,-,AC Pro Sesto,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marcello-lambrughi/profil/spieler/341262
Treviso FBC 1993,Claudio Miale,17,Italia,Difensore centrale,DC,-,Taranto FC 1927,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/claudio-miale/profil/spieler/274476
Treviso FBC 1993,Daniele Morante,20,Italia,Punta centrale,P,-,AC Città di Lecco,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-morante/profil/spieler/84548
Treviso FBC 1993,Gianfranco Nardi,21,Italia,Centrocampista di destra,CD,-,Giorgione Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/gianfranco-nardi/profil/spieler/22599
Treviso FBC 1993,Graziano Battistini,29,Italia,Portiere,POR,-,Hellas Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/graziano-battistini/profil/spieler/22100
Treviso FBC 1993,Pasquale Foggia,17,Italia,Trequartista,TQ,-,Milan Primavera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pasquale-foggia/profil/spieler/17175
Treviso FBC 1993,Marco Borriello,18,Italia,Punta centrale,P,-,Treviso Juniores,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/marco-borriello/profil/spieler/5825
Treviso FBC 1993,Pietro Nicolella,17,Italia,Punta centrale,P,-,Treviso Juniores,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/pietro-nicolella/profil/spieler/308912
Piacenza FC,Nicola Caccia,30,Italia,Punta centrale,P,-,Atalanta,Italia,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-caccia/profil/spieler/21912
Piacenza FC,Paolo Tramezzani,29,Italia,Terzino sinistro,TS,-,US Pistoiese 1921,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-tramezzani/profil/spieler/6406
Piacenza FC,Sergio Volpi,26,Italia,Centrale,CC,-,AC Venezia 1907,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/sergio-volpi/profil/spieler/16908
Piacenza FC,Vittorio Tosto,26,Italia,Terzino sinistro,TS,-,UC Sampdoria,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/vittorio-tosto/profil/spieler/22216
Piacenza FC,Luca Matteassi,21,Italia,Ala destra,AD,-,UC AlbinoLeffe,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/luca-matteassi/profil/spieler/100743
Piacenza FC,Nicola Boselli,27,Italia,Difensore centrale,DC,-,Bologna FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-boselli/profil/spieler/88295
Piacenza FC,Francesco Palmieri,32,Italia,Punta centrale,P,-,UC Sampdoria,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-palmieri/profil/spieler/631139
Piacenza FC,Roberto Maltagliati,31,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-maltagliati/profil/spieler/20742
Piacenza FC,Fabio Artico,26,Italia,Punta centrale,P,-,Delfino Pescara 1936,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/fabio-artico/profil/spieler/139294
Piacenza FC,Daniele Cacia,16,Italia,Punta centrale,P,-,Piacenza Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-cacia/profil/spieler/21780
Piacenza FC,Marco Comotto,16,Italia,Difensore centrale,DC,-,Piacenza Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/marco-comotto/profil/spieler/309064
Piacenza FC,Francesco Zerbini,20,Italia,Punta centrale,P,-,AS Cisco Lodigiani,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-zerbini/profil/spieler/21899
Piacenza FC,Adolfo Daniele Speranza,20,Italia,Centrale,CC,-,US Fiorenzuola 1922,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/adolfo-daniele-speranza/profil/spieler/22321
Cagliari Calcio,Antonio Esposito,27,Svizzera,Centrocampo,Centrocampo,-,Grasshopper Club Zurigo,Svizzera,"1,00 mln €",In,2000,s,serie-b,https://www.transfermarkt.it/antonio-esposito/profil/spieler/2896
Cagliari Calcio,Renato Buso,30,Italia,Centrocampista di destra,CD,-,Piacenza FC,Italia,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/renato-buso/profil/spieler/120392
Cagliari Calcio,Fabrizio Cammarata,24,Italia,Punta centrale,P,-,Hellas Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabrizio-cammarata/profil/spieler/16890
Cagliari Calcio,Giorgio Lucenti,24,Italia,Terzino destro,TD,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giorgio-lucenti/profil/spieler/21792
Cagliari Calcio,Paolo Castelli,20,Italia,Portiere,POR,-,AC Pro Sesto,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-castelli/profil/spieler/88575
Cagliari Calcio,Alessandro Orlando,30,Italia,Terzino sinistro,TS,-,Treviso FBC 1993,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-orlando/profil/spieler/177685
Cagliari Calcio,Davide Fontolan,34,Italia,Centrocampista di sinistra,CS,-,Bologna FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/davide-fontolan/profil/spieler/163317
Cagliari Calcio,Gianfranco Circati,29,Italia,Difesa,Difesa,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/gianfranco-circati/profil/spieler/229203
Cagliari Calcio,Sebastiano Pinna,29,Italia,Centrocampo,Centrocampo,-,SEF Torres 1903,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/sebastiano-pinna/profil/spieler/286785
Cagliari Calcio,Salvatore Accursi,22,Italia,Difensore centrale,DC,-,FC Messina Peloro,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-accursi/profil/spieler/19178
Cagliari Calcio,Filippo Medri,29,Italia,Difensore centrale,DC,-,US Brescello,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/filippo-medri/profil/spieler/21938
Cagliari Calcio,Andrea Capone,19,Italia,Trequartista,TQ,-,Cagliari Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-capone/profil/spieler/20729
Cagliari Calcio,Emiliano Melis,21,Italia,Seconda punta,SP,-,Cagliari Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/emiliano-melis/profil/spieler/223351
Cagliari Calcio,Andrea Pisanu,18,Italia,Centrocampista di destra,CD,-,Robur Siena,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-pisanu/profil/spieler/25323
Ancona Calcio,Giuseppe Castiglione,30,Italia,Centrocampo,Centrocampo,-,US Pistoiese 1921,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giuseppe-castiglione/profil/spieler/286144
Ancona Calcio,Alessandro Paroli,18,Italia,Portiere,POR,-,ASD San Sisto Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-paroli/profil/spieler/496263
Ancona Calcio,Tiziano Turchetti,20,Italia,Attacco,Attacco,-,Perugia Primavera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/tiziano-turchetti/profil/spieler/515095
Ancona Calcio,Francesco Franzese,18,Italia,Portiere,POR,-,Perugia Primavera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-franzese/profil/spieler/84466
Ancona Calcio,Michele Baldini,24,Italia,Difesa,Difesa,-,Atletico Catania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/michele-baldini/profil/spieler/432194
Ancona Calcio,Fabio Gentili,22,Italia,Attacco,Attacco,-,AC Nuova Maceratese,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabio-gentili/profil/spieler/301200
Ancona Calcio,Roberto De Palma,24,Italia,Ala destra,AD,-,ASG Nocerina,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-de-palma/profil/spieler/286145
Ancona Calcio,Francesco Turrini,34,Italia,Centrocampista di destra,CD,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-turrini/profil/spieler/227705
Ancona Calcio,Eddy Baggio,25,Italia,Punta centrale,P,-,Ascoli Calcio 1898,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/eddy-baggio/profil/spieler/28829
